"Devotional Song Lyrics
",Devotional Song Meaning
"Allah Naam Bhajo Bhajorey Bhajo Maulah Naam Bhajo Bhajorey Bhajo
Nanak Yesu Mahaveera Naam Bhajo
Sri Buddha Deva Bhajo Bhajorey Bhajo Shirdi Sai Baba Bhajo Bhajorey Bhajo
Sri Raghu Rama Bhajo Govinda Krishna Bhajo
Sri Sathya Sai Bhajo Bhajorey Bhajo
","Adore and chant repeatedly the divine names Allah, Maulah, Nanak, Mahaveer, Buddha and Shirdi Sai Baba. Also chant divine names Raghuram, Govinda, Krishna and Sri Sathya Sai.
"
"Allah Sai Allah Maulah Sai Maulah (3)
Tum Hi Ram Rahim O Sai Tum Hi Yesu Mahaan
Tum Hi Yesu Mahaan
Tum Hi Krishna Karim O Sai Tum Hi Mera Pran
Tum Hi Mera Pran
","Sai you are Allah and Maulah. You are the Ram the merciful and the great Yesu. You are Krishna the benevolent and O Sai you are our life force.
"
"Allah Sai Maulah Sai
Sadguru Sai Antaryami
Nanak Sai Prema Sai
Yesu Sai Karuna Sagara
Sarva Dharma Priya Sathya Sai
","Oh Lord Sai, You are Allah, the all pervading Divine Teacher, You are Nanak, Jesus, the Loving and Compassionate one, fostering all faiths
"
"Allah Tero Naam Sai Maulah Tero Naam
Ram Rahim Sai Krishna Karim Sai
Parthi Vihara Sai Bhaktha Janon Ke Sai
Parama Dayalu Sai Parama Krupalu Sai
","Oh compassionate and kind Sai residing in Parthi, you are for your devotees, you are none other than Allah, Maulah, Ram, Rahim, Krishna and Karim
"
"Allah Tum Ho Eshwar Tum Ho
Tum Hi Ho Ram Rahim (2)
Merey Ram Merey Ram Ram Rahim
Yesu Tum Ho Nanak Tum Ho
Zohrashtra Bhi Ho Mahaveer Tum Ho
Gautama Buddha Karim
Tum Hi Ho Ram Rahim
Merey Ram Merey Ram Ram Rahim (3)
","Oh Lord! You are Allah, Eshwar, Rama, Rahim, Jesus, Guru Nanak, Zohrashtra, Mahaveer, Gautama Buddha. O Lord Ram, Rahim.
"
"Allah Yesu Buddha Deva Andaru Neevey
Maulah Sai Mahaveera Nanak Neevey
Rama Krishna Shiva Roopa Dhariyu Neevey
Veda Geeta Granthamula Saramu Neevey
Mathamulanni Poojinchu Devuduvu Neevey
Sarva Dharma Priya Sathya Saivu Neevey
Sai Ram Sai Ram |Sai Ram Sathya|
","Sairam Sri Sathya Sairam You are Allah, Yesu, Buddha, Maulah, Mahaveer and Nanak. Other forms we adore you are Rama, Krishna and Shiva. You are the essence of Veda, Geeta and other Scriptures. One God worshipped by all religion O Sai you love and foster all faiths.
"
"Alokya Sri Bala Krishnam
Ananda Sundara Tandava Krishnam
Neela Megha Shyama Sundara Krishnam
Nanda Sunandadi Vanditha Krishnam
","Oh Bala Krishna! you are unworldly and while dancing on the Kalinga serpent, you look beautiful and blissful, presenting the cloud like complexion adored by nanda and sunanda.
"
"Amba Bhavani Jagadamba Bhavani (4)
Sri Chakra Vasini Ananda Dayini
Gnana Pradayini Jyothi Swaroopini
Omkaara Roopini Sri Sai Roopini
Amba Bhavani Jagadamba Bhavani
","Oh universal mother Bhavani, resident of srichakra, bestower of bliss and knowledge and having glowing look. You are the embodiment of Omkaara (primordial sound) descended in the form of Sri Sai.
"
"Amba Bhavani Shiva Shambhu Kumara
Sri Gananatha Shanthakara
Purana Purusha Sathya Sai Natha
Pranava Swaroopa Partheesha
","Oh Lord Ganesh! Beloved son of Shiva and Mother Parvathi, you are the embodiment of peace. O Lord Sathya Sai! You are the one adored in ancient holy scriptures and you are the very form of the primordial sound.
"
"Amba Manda Haasa Vadani Manohari Sai Jagat Janani
Mata Mata Mata Jagat Janani |Amba Manda|
Jagat Janani Shubha Karini
Sai Jaganmata
Sathya Sai Jaganmata
","Worship the auspicious Mother of the Universe, Mother Sai who has an enchanting face with a charming smile
"
"Amba Parameshwari Akhilandeshwari
Adi Parashakthi Paalaya Maam
Sri Bhuvaneshwari Raja Rajeshwari
Ananda Roopini Paalaya Maam
","Oh Divine Mother of the Universe (Bhuvaneshwari, Raja Rajeshwari) and the Consort of Lord Shiva, the all-powerful one, you are bliss personified, we pray to you to protect us.
"
"Amba Sahita Samba Sadashiva
Hara Hara Hara Hara Mahadeva
Hara Hara Hara Hara Mahadeva Shambho
Parvathi Ramana Sadashiva |Hara Hara|
","We Pray to Shiva, who is accompanied by Mother Parvathi. We chant the names of Mahadeva, the divine consort of Parvathi.
"
"Amba Shankari Parameshwari Shashi Shekari Amba
Sarveshwari Jagadeeshwari Maheshwari Amba
Sundari Guna Manjari Shiva Shankari Amba
Kadambari Shwetambari Hari Sodari Amba
","Glory to Mother Shankari Parameshwari who is the consort of Shiva (adorns with the beautiful Crescent Moon on the head) you are the Goddess who is the Protector of the Universe. And you are the Goddess who is the most beautiful with abundant good qualities. You are the sibling of Lord Hari. We offer our salutations to you Oh Mother.
"
"Amba Vandanam Eshwaramba Vandanam
Janani Vandanam Jagat Janani Vandanam (2)
Sai Vandanam Sai Mata Vandanam
Mata Vandanam Eshwaramba Nandanam
","Oh universal mother Sai we bow to you and also we bow to Eshwaramba whom you made your physical mother during your advent on earth.
"
"Ambey Bhavani Ma Jai Jai Bhavani Ma
Raksha Karo Raksha Karo Ambey Bhavani |Ambey Bhavani|
Ambey Bhavani Teri Jyothi Jalavun
Jyothi Jalavun Teri Arati Utarun
Ambey Bhavani Jai Jai (Jagadambey) Bhavani |Raksha karo|
","Victory to mother Bhavani and we chant your divine name. Protect us from all miseries. We illumine you with Arati and in return you illumine our hearts.
"
"Ambey Jagadambey Jagadambey Gowri Ma
Ambey Jai Jai Ma Jagadambey Jai Jai Ma
Mahalakshmi Mata Meri Ambey Jai Jai Ma
Daya Nidhey Dukha Harnewaali Ambey Sai Ma
Bholi Baali Mata Meri Ambey Jai Jai Ma |Ambey Jagadambey|
(2nd speed starts with Ambey Jai Jai Ma)
","Victory to Mother of the Universe. You are Mother Lakshmi, the compassionate one and remover of worldly miseries and who is innocence personified.
"
"Ambey Janani Abhirami
Abhaya Pradayini Shivakami |Ambey Janani|
Sambhavi Shankari Sarveshwari
Shantha Swaroopini Shivaranjani
Sathya Swaroopini Sai Mata
Shashwata Ananda Dayini Mata
","Oh pleasing divine mother, the consort of Shiva known also as Abhirami Sambhavi, Shankari the one who grants fearlessness and is omnipresent. We chant your glorious names. You are Sai Mata the embodiment of truth and peace who grants us with eternal peace.
"
"Ambika Tanaya Gajanana
Gajavadana Gananatha Gajanana
Paahi Ganesha Vinayaka
Tribhuvana Palaka Mangala Dayaka
Vidya Buddhi Siddhi Pradayaka
Paahi Ganesha Vinayaka (2)
","Oh Loving son of Mother Parvathi, the Elephant-headed Lord Ganesha, Kindly protect us. You are the sustainer of the three worlds, the one who confers auspiciousness, knowledge, wisdom and success.
"
"Amruthamaya Vichara
Sri Rama Charitha Katha Saara |Amruthamaya...|
Sri Rama Charitha Katha Saara (2)
","Oh Mind! Dwell on the nectarine experience of Story of Sri Rama.
"
"Anand Se Bolo Jai Baba Jai
Prem Se Bolo Jai Baba Jai
Jai Jai Jai Jai Amba Ki Jai
Jai Jai Jai Mahalakshmi Ki Jai |Ananda Se|
Jai Jai Jai Shirdi Ki Jai
Jai Jai Jai Sathya Sai Ki Jai
","Chant jai Baba jai blissfully suffused in Love. Victory be to Mother Mahalakshmi who is also Shirdi Sai and Sathya Sai.
"
"Ananda Mangala Arati Gao
Veena Venu Mrudanga Bajao |Ananda Mangala|
Madhava Madhava Hari Narayana
Sathya Sai Ki Jai Jai Bolo
Madhura Madhura Sangeeta Sunao
","Perform the blissful auspicious Arati of Sathya Sai who is also Madhava to the accompaniment of musical instruments such as Veena, Flute and Mrudunga set in tune to sweet melodious music.
"
"Ananda Nandana Hey Bhaktha Chandana
Hey Yadu Nandana Krishna Krishna
Devaki Nandana Gokula Balana
Natawara Mohana Krishna Krishna
Krishna Krishna Sai Krishna Krishna
","Hey Krishna, Sai Krishna you are bliss personified and beloved of devotees, star of Yadukula, Son of Devaki brought up in Gokula and you are an elegant dancer who is captivating.
"
"Ananda Ram Ananda Shyam
Narayana Hari Narayana
Narayana Sai Narayana
Prema Swaroopa Brahmananda
Satchidananda Hari Narayana
Narayana Hari Narayana |Narayana Sai|
","Oh Blissful Lord Ram and Shyam, we chant your name Narayana, Hari and Sai, you are the embodiment of Divine Love, truth, awareness and bliss
"
"Ananda Rama Ayodhya Rama
Karunya Rama Kamaneeya Rama |Ananda Rama|
Sitabhi Rama Sundara Rama
Saketa Rama Sayeesha Rama
Ananda Rama Ayodhya Rama Karunya Rama Kamaneeya Rama
Sitabhi Rama Sundara Rama Saketa Rama Sayeesha Rama
","Lord Rama, you are bliss personified who resides in Ayodhya. You are compassionate and beloved of devotees. You are the adorable consort of Sita. You the star of Ayodhya, who has taken the form of Sayeesha.
"
"Ananda Sagara Muralidhara
Meera Prabhu Radhey Shyam Venu Gopala |Ananda Sagara...|
Nanda Yashoda Ananda Kishora
Jai Jai Gokula Bala Jai Venu Gopala
","Oh Krishna, you are the ocean of bliss and the one who plays captivating music on flute, the Lord of Meera and Radha, the son of Nanda and Yashoda. Victory to Gopala
"
"Ananda Sri Sai Parthi Pureesha
Sadananda Madhava Prashanthi Vasa
Mandara Dhara Govinda Mukunda
Sundara Roopa Sri Satchidananda
| Sadananda Madhava |
","Oh Sai Madhava, dweller at Prashanthi of Parthi, you are eternally blissful, beauty personified. You are embodiment of existence, awareness and bliss. You are Govinda, the one who carried the Mandara mountain, who bestows Mukti (liberation) to devotees.
"
"Ananda Tandava Rudra Maheshwari
Artha Samrakshaki Abhinava Sundari
Gnana Vishweshwari Ananda Bhairavi
Anandeshwari Sai Maheshwari
","Sai Maheshwari, you are so blissful during the cosmic dance (creation), you are the protector of troubled devotees, looking beautiful. You are the blissful universal Goddess Bhairavi who bestows knowledge.
"
"Anandamaya Bhagawan Hey Premamaya Bhagawan O Bhagawan Sai Bhagawan |Anandamaya Bhagawan...| Hey Karuna Nidhey Prabhu Sai Ram Krupa Nidhey Deenon Ke Pran Lelo Prabhu Mujhey Sharan Lagalo Mujhey Daya (Krupa) Karo Bhagawan
","Oh Sai Bhagawan, you are love and bliss personified, repository of compassion and kindness and hope of the downtrodden. Kindly accept us at your lotus feet.
"
"Anandamaya Sai
Dayamaya Krupamaya Premamaya |Anandamaya Sai...|
Dinakara Koti Tejonmaya
Deena Vatsala Sai Karunamaya
Shantha Saguna Parabrahmamaya
Sarvamaya Niramaya
Sai Satchidanandamaya
","Sai you are verily the embodiment of Bliss, Compassion and Love. Your divine effulgence is equivalent to the splendour of crores of sun. You are pleasantly disposed towards the underprivileged, storehouse of eternal Peace, all pervasive divinity. You are Omnipotent, blemishless and the embodiment of Existence, Awareness and Bliss.
"
"Anandamey Sai Naamamey
Adbhutamey Sai Geetamey
Akhandamey Jyothirmayamey
Sundaramey Sai Roopamey (Ati)
","Oh Lord Sai! Chanting your divine name is true bliss and singing your glory confers ecstacy. Your infinite effulgence is all pervading and Your form is beauty personified.
"
"Anatha Bandho Sai Prabho
Aparadha Kshama karo Sai Prabho
Jeeva Yatra Mey Saath Raho
Nija Prem Bhakthi Hum Ko Deejo
Hrudaya Mandir Se Math Jao
Charanamrutha Seva Deejo Prabhu
","Oh Lord Sai! You are the Lord of the deprived people. Kindly forgive our misdeeds and be with us in our journey of life. Bless us with Divine Love and devotion and be constantly in our thoughts and our hearts, grant us the opportunity to serve your Lotus feet.
"
"Anjana Nandana Veeram Ashoka Vana Sancharam
Vande Lanka Bhayankaram
Sita Shoka Vinashakaram
","Salutation to thee, O son of mother Anjana, the valorous and powerful. You wandered the Ashoka vana (forest) and instilled fear among the demons to redeem Mother Sita from distress.
"
"Anjana Sutha Anjaneya
Vayu Putra Vathathmaja
Vanarotthama Bala Bheema
Rama Dootha Ranadheera
","Oh Anjaneya the son of Mother Anjana and Vayu, you are the supreme among the Vanaras (monkeys) and the strongest. You are a supreme warrior and humble emissiary of Rama.
"
"Anjaneya Hanumantha Veera
Anjana Sutha Vayu Kumara
Sita Mata Shoka Vinasha
Sri Rama Dootha Namo Namasthey
Sri Rama Dootha Namo Namosthey (4)
","Oh valorous Hanumantha, you are the son of Anjana and Vayu. Salutation to thee, who is the ambassador of Sri Rama and the redeemer of mother Sitas distress.
"
"Anjaneya Paahi Maam Hanumantha Paahi Maam
Vayu Nandana Paahi Maam Lanka Dahana Paahi Maam
Aprameya Paahi Maam Suprakasha Paahi Maam
Rama Dootha Paahi Maam Sathya Sai Paahi Maam
","Oh Anjaneya son of Vayu (wind god) protect us. Hanumantha who set Lanka on fire protect us. Protect us O effulgent one having immeasurable qualities O Ramas ambassador who is in the form of Sathya Sai protect us.
"
"Anjaneya Veera Hanumantha Shoora
Vayu Kumara Vanara Veera |Anjaneya...|
Vayu Kumara Vanara Veera
Sri Ram Jaya Ram Jai Jai Ram Sita Ram Jai Radhey Shyam (4)
","Oh Anjaneya, Hanuman, the offspring of Vayu (Wind God) you are brave and powerful. Chant the names Sri Ram, Sita Ram, Radhey Shyam
"
"Annapoorneshwari Paalaya Maam
Adi Parashakthi Paalaya
Sri Bhuvaneshwari Paalaya Maam
Sri Jagadeeshwari Paalaya
Parthi Pureeshwari Paalaya Maam
Paahi Maheshwari Paalaya
Sundara Roopey Paalaya Maam
Chira Sukha Dayini Paalaya
","Oh Mother! You are the nourisher, sustainer and protector of the universe. O Mother Sai! You are beauty personified and the one who gives wealth and comforts
"
"Antar Jyothi Jalao Sai
Brahma Sanathani Daya Karo
Daya Karo Hey Poorna Jyothirmayi
Shiva Shakthimayi Krupa Karo
Deena Dayamayi Patitha Pavani
Sai Jagat Janani Raksha (Krupa) Karo
","Oh Mother Sai! You have neither beginning nor end. Kindly illumine our soul and shower your mercy. Oh Effulgent Mother of the Universe! You are the form of Shiva and Shakthi and merciful to the deprived. Kindly protect us.
"
"Antaranga Sai Anatha Natha Sai
Deena Bandhu Sai Karuna Sindhu Sai |Antaranga Sai|
Rama Krishna Shiva Shakthi Prema Roopa Sai
Yuga Avatara Baba Sri Sathya Sai
","Oh Sai Bhagawan, you are love and bliss personified, repository of compassion and kindness and hope of the downtrodden. You are verily Rama, Krishna and the incarnation of Supreme Love of the modern era otherwise known as Sri Sathya Sai.
"
"Antaryami Sai
Poorna Brahma Avatari
Hey Giridhari Hrudaya Vihari Krishna Kunja Vihari |Antaryami...|
Gopala Leela Dhari
Hey Gopi Mana Sanchari
Madhusudhana Murari |Hey Giridhari|
","Oh indweller Sai, you have descended from supreme unmanifested state (Brahman). You are Krishna, the resider in the hearts of devoteees, who wandered in the Brindavan lifting Giridhari mountain. Exhibited divine Leela (sports) with Gopi Gopala imprinting yourself in their minds. You are the Madhusudhana and Murari.
"
"Antaryami Sai Murari
Deena Dukhiyon Ke Tum Hitakari |Antaryami Sai...|
Sai Naam Ke Mahima Bhaari
Bhava Sagar Se Paar Utharo
Sai Ram Sai Ram Sai Ram Gao
","Oh Lord Sai Murari! You are the Indweller of the heart and benefactor to those distressed and Mysterious is the power of the name ""Sai"" which helps to cross the ocean of life and death.
"
"Antaryami Sri Raghurama
Akhilanda Koti Nayaka Rama |Antaryami|
Atmabhi Rama Pavana Naama
Sathya Dharma Shanthi Palaka Rama
Kali Yug Ke Avatar Sai Rama
Sarva Dharma Priya Sri Sai Rama
","Oh Sri Raghurama you the indweller and supreme leader of the universe. You are Atma (soul) in all and your name purifies everybody. You foster the truth, righteousness and peace in the world. After descending in the Kali Yuga as Sai Rama loved all faiths.
"
"Anupama Sundara Nanda Kishora
Brindavana Ghana Shyam
Murali Madhava Radhey Govinda
Madhusudhana Ghana Shyam Sathya Sai Sundara Shyam
Kunja Vihari Mandara Giridhari
Kamala Nayana Bhagawan
Bhakthon Ke Prabhu Partheeshwara Sai
Natawara Sundara Shyam Sathya Sai Sundara Shyam
","O Krishna son of Nanda! You are unsurpassingly beautiful! You are dark as the clouds and adored in Brindavan as Radhey Govinda, Madhusudhana and Giridhari. O Lotus eyed Lord Sathya Sai! You are beloved to your devotees and adored as the same dancing Shyam
"
"Araj Suno Giridhari Gopal
Sundara Shyama Murari Gopal |Araj Suno...|
Mohana Murali Dhaari Gopal
Brindavana Sanchari Gopal
Radha Hrudaya Vihari Gopal
Saath Raho Sathya Sai Gopal
","O Krishna the one who lifted the Govardhana mountain, kindly listen to my prayer. You are charming and captivating and sanctified Brindavan by your presence. You are the indweller of Radha's heart. Always be our companion
"
"Araj Suno Merey Parama Krupalu
Partheeshwara Sai Deva |Araj Suno...|
Sathya Sanathana Antaryami
Sakala Charachara Tum Ho Swami
Janam Maran Se Paar Karo
Bhava Bandhan Se Uddhar Karo (Baba)
","O Supremely merciful Lord of Parthi! Kindly listen to my prayer and to help me to come out of the bondage of the cycle of birth and death. O Lord Sai! You are omnipresent, infinite and indweller of our heart
"
"Araj Suno Prabhu Sai Natha
Darshana Do Ab Swami
Dwar Khada Hoon Aao Sai
Charana Sharana Do Swami
Hrudaya Nivasi Sai Baba Sai
Pran Sakha Tum Swami
","Oh Lord Sai Natha, please listen to my appeal and appear before me now. I am standing at your door step, bestow me the protection of your feet, Oh the indweller Sai, you are my best friend.
"
"Aravinda Lochana Aartha Janavana
Sai Narayana Sathya Narayana |Aravinda Lochana...|
Eshwaramba Nandana Dosha Nivarana
Parama Niranjana Hey Shubhanana
","O Lotus -Eyed Lord Narayana! You are the protector of the deprived and distressed. O Auspicious son of Mother Eshwaramba, the blemishless one! You are the redeemer of our defects
"
"Aruna Ramana Sri Guru Deva
Shesha Ramana Sadguru Deva |Aruna Ramana...|
Bhava Bhaya Harana Sri Sai Deva
Sri Sai Deva Sri Sai Deva |Bhava Bhaya|
Guru Hai Sath Chith Ananda Deva
Ananda Deva Sri Sai Deva
","Oh Lord Sai, we worship you as our guru, who gives delightness to the eyes at the dawn. You are the blissful eternal guru reclining on Shesha (seven headed serpent) who protects us from fear and worldly miseries. You are the our Lord Sai who is the embodiment of existence, awareness and bliss.
"
"Arunachala Shiva Arunachala Shiva Arunachala Shiva Aruna Shiva
Akshaya Linga Atma Linga
Tejonmaya Vigraha Linga
Iha Para Sukha Dayaka Esha (Sai) Iha Para Sukha Dayaka
Om Namah Shivaya Shivaya Namah Om (3)
","O Shiva, you are the resident of Arunachala (place) and in the form of imperishable Atma Linga. An effulgent symbol of Shiva which bestows peace and happiness in this and the higher world. O Shiva salutation to thee, the embodiment of Primordial sound.
"
"Atma Linga Sai Sai Sathya Sai
Amrutha Linga Sai Sai Sathya Sai
Jyothir Linga Sai Sai Sathya Sai
Netra Linga Sai Sai Sathya Sai
","O Sathya Sai you in the form of Atma linga (created by you from within) also in the form of Amrutha Linga (immortal symbol), Jyothir linga (effulgent one) and Netra linga (symbol with eyes).
"
"Atma Lingam Bhajorey Ati Adbhuta Lingam Bhajorey
Naga Lingam Navamani Lingam
Nabhi Kamala Udbhava Lingam
Eshwara Lingam Bhajorey Sayeeshwara (Partheeshwara) Lingam Bhajorey
","Sing in praise of the Atma Lingam, the auspicious and astonishing divine form of Lord Shiva, the Naga Lingam studded with nine precious stones that has emerged out of the navel of Shiva. Sing in praise of the Eshwara Lingam and Sayeeshwara Lingam.
"
